time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
26835356,2,17,32.1625938,34.9445524,53,0.03,257.0,132,124,202,0,-3,-6,32.1625923,34.9445539
27036896,2,17,32.1625940,34.9445525,53,0.02,257.0,132,123,201,1,2,-6,32.1625923,34.9445539
27057542,2,17,32.1625940,34.9445525,53,0.02,257.0,132,123,201,1,2,-6,32.1625923,34.9445539
27238219,2,17,32.1625941,34.9445526,53,0.01,257.0,132,123,200,-1,0,-8,32.1625923,34.9445539
27479594,2,17,32.1625942,34.9445527,53,0.02,257.0,132,122,199,-2,0,-9,32.1625923,34.9445539
27641169,2,17,32.1625943,34.9445528,53,0.03,257.0,132,122,198,-3,1,-6,32.1625923,34.9445539
27841774,2,17,32.1625944,34.9445528,53,0.08,257.0,132,121,197,5,-6,-34,32.1625923,34.9445539
28043357,2,17,32.1625942,34.9445527,53,0.29,212.1,132,120,196,-26,-12,-69,32.1625923,34.9445539
28245488,2,17,32.1625941,34.9445526,53,0.08,212.1,132,120,195,-6,-5,-79,32.1625923,34.9445539
28486999,2,17,32.1625940,34.9445527,53,0.13,212.1,132,119,194,-11,7,-84,32.1625923,34.9445539
28849838,2,17,32.1625940,34.9445529,54,0.19,204.9,132,118,192,-10,16,-100,32.1625923,34.9445539
29051226,2,17,32.1625934,34.9445529,54,0.38,183.8,135,118,191,-38,0,-115,32.1625923,34.9445539
29181286,2,17,32.1625934,34.9445529,54,0.38,183.8,135,118,191,-38,0,-115,32.1625923,34.9445539
29231744,2,17,32.1625930,34.9445531,54,0.30,159.2,132,117,190,6,29,-139,32.1625923,34.9445539
29473528,2,16,32.1625929,34.9445535,54,0.24,154.0,136,117,190,-21,12,-132,32.1625923,34.9445539
29654595,2,17,32.1625925,34.9445535,55,0.06,154.0,132,117,189,-5,1,-143,32.1625923,34.9445539
29855839,2,17,32.1625923,34.9445534,55,0.14,154.0,132,116,188,-14,0,-125,32.1625923,34.9445539
30038089,2,17,32.1625921,34.9445534,55,0.04,154.0,132,116,188,-4,0,-97,32.1625923,34.9445539
30240166,2,17,32.1625916,34.9445533,55,0.26,172.7,132,116,187,-26,-3,-105,32.1625923,34.9445539
30481843,2,17,32.1625909,34.9445530,55,0.32,189.3,132,115,186,-30,-11,-124,32.1625923,34.9445539
30642881,2,17,32.1625904,34.9445526,55,0.24,199.1,139,115,186,-18,-16,-108,32.1625923,34.9445539
30844299,2,16,32.1625899,34.9445523,56,0.41,201.9,139,115,185,-38,-16,-106,32.1625923,34.9445539
31045531,2,17,32.1625894,34.9445520,56,0.09,201.9,139,114,185,-6,-6,-100,32.1625923,34.9445539
31246885,2,17,32.1625893,34.9445518,56,0.17,201.9,139,114,184,5,-16,-90,32.1625923,34.9445539
31307130,2,17,32.1625893,34.9445518,56,0.17,201.9,139,114,184,5,-16,-90,32.1625923,34.9445539
31468874,2,17,32.1625894,34.9445517,56,0.17,201.9,132,114,184,17,-1,-80,32.1625923,34.9445539
31650146,2,17,32.1625893,34.9445514,56,0.22,201.9,132,114,183,8,-21,-91,32.1625923,34.9445539
31851245,2,17,32.1625890,34.9445509,56,0.36,214.7,132,113,182,-21,-29,-97,32.1625923,34.9445539
32053951,2,17,32.1625882,34.9445499,57,0.77,234.3,132,113,182,-40,-66,-70,32.1625923,34.9445539
32234537,2,17,32.1625867,34.9445483,57,1.14,223.5,132,112,181,-89,-70,-64,32.1625923,34.9445539
32477314,2,17,32.1625846,34.9445463,57,1.54,224.8,132,112,181,-108,-110,-79,32.1625923,34.9445539
32638438,2,17,32.1625820,34.9445438,57,1.85,221.2,132,112,180,-143,-116,-90,32.1625923,34.9445539
32839476,2,17,32.1625791,34.9445408,57,1.97,225.2,132,112,179,-130,-148,-103,32.1625923,34.9445539
33041293,2,17,32.1625764,34.9445377,57,2.08,225.1,132,111,179,-146,-147,-76,32.1625923,34.9445539
33241779,2,17,32.1625736,34.9445344,58,1.95,228.3,132,111,178,-121,-152,-86,32.1625923,34.9445539
33431604,2,17,32.1625736,34.9445344,58,1.95,228.3,132,111,178,-121,-152,-86,32.1625923,34.9445539
33483363,2,16,32.1625711,34.9445309,58,2.01,231.6,136,110,177,-116,-164,-78,32.1625923,34.9445539
33644464,2,16,32.1625687,34.9445269,58,2.29,236.3,136,110,177,-116,-197,-90,32.1625923,34.9445539
33846221,2,16,32.1625663,34.9445225,58,2.33,240.5,136,110,176,-100,-210,-86,32.1625923,34.9445539
34047225,2,16,32.1625645,34.9445178,58,2.35,245.4,136,109,175,-81,-220,-76,32.1625923,34.9445539
34248224,2,16,32.1625628,34.9445129,58,2.39,249.5,140,109,175,-67,-229,-77,32.1625923,34.9445539
34489935,2,17,32.1625614,34.9445080,58,2.36,252.0,132,109,174,-61,-228,-84,32.1625923,34.9445539
34651227,2,17,32.1625602,34.9445029,59,2.52,255.0,132,108,174,-53,-246,-83,32.1625923,34.9445539
34852741,2,17,32.1625593,34.9444977,59,2.64,256.9,134,108,173,-47,-260,-61,32.1625923,34.9445539
35053772,2,17,32.1625585,34.9444921,59,2.72,259.4,134,108,173,-36,-269,-68,32.1625923,34.9445539
35254354,2,17,32.1625582,34.9444862,59,2.85,264.3,134,108,173,-5,-285,-74,32.1625923,34.9445539
35475496,2,17,32.1625581,34.9444800,59,3.04,267.1,132,108,172,-2,-304,-87,32.1625923,34.9445539
35558375,2,17,32.1625581,34.9444800,59,3.04,267.1,132,108,172,-2,-304,-87,32.1625923,34.9445539
35656880,2,17,32.1625585,34.9444734,59,3.20,274.9,132,108,172,66,-313,-65,32.1625923,34.9445539
35858094,2,17,32.1625601,34.9444668,59,3.38,282.0,132,108,172,100,-323,-55,32.1625923,34.9445539
36059469,2,17,32.1625622,34.9444600,59,3.50,289.7,132,107,171,149,-316,-70,32.1625923,34.9445539
36260832,2,17,32.1625655,34.9444534,59,3.67,298.9,132,107,171,214,-298,-76,32.1625923,34.9445539
36502020,2,17,32.1625694,34.9444472,60,3.70,305.2,132,107,170,237,-284,-85,32.1625923,34.9445539
36663755,2,17,32.1625740,34.9444412,60,4.05,310.6,132,106,170,281,-292,-62,32.1625923,34.9445539
36864791,2,17,32.1625790,34.9444347,60,4.21,311.9,132,106,169,287,-308,-61,32.1625923,34.9445539
37066017,2,17,32.1625839,34.9444277,60,4.38,310.5,132,106,169,277,-339,-67,32.1625923,34.9445539
37267045,2,17,32.1625890,34.9444202,60,4.74,309.8,132,105,168,300,-367,-96,32.1625923,34.9445539
37489259,2,17,32.1625942,34.9444122,60,4.91,308.3,132,105,167,297,-391,-97,32.1625923,34.9445539
37670033,2,17,32.1625994,34.9444037,60,4.99,307.2,132,105,167,295,-402,-106,32.1625923,34.9445539
37682590,2,17,32.1625994,34.9444037,60,4.99,307.2,132,105,167,295,-402,-106,32.1625923,34.9445539
37871289,2,17,32.1626045,34.9443949,61,5.15,305.5,132,105,166,287,-427,-74,32.1625923,34.9445539
38052408,2,17,32.1626097,34.9443855,61,5.44,304.4,132,104,166,301,-452,-78,32.1625923,34.9445539
38273960,2,17,32.1626149,34.9443756,61,5.63,302.8,132,104,165,296,-479,-77,32.1625923,34.9445539
38515697,2,17,32.1626201,34.9443652,61,5.79,301.3,132,104,165,294,-498,-103,32.1625923,34.9445539
38696117,2,17,32.1626253,34.9443545,61,5.98,301.0,132,104,164,305,-514,-96,32.1625923,34.9445539
38877831,2,17,32.1626308,34.9443435,61,6.02,301.2,132,103,164,313,-514,-87,32.1625923,34.9445539
39078893,2,17,32.1626365,34.9443324,61,6.25,301.6,132,103,163,329,-531,-91,32.1625923,34.9445539
39280010,2,17,32.1626424,34.9443211,61,6.32,302.8,132,103,163,350,-527,-91,32.1625923,34.9445539
39521940,2,17,32.1626487,34.9443097,62,6.58,303.8,132,102,162,373,-543,-95,32.1625923,34.9445539
39683464,2,17,32.1626555,34.9442981,62,6.76,305.1,133,102,162,400,-545,-84,32.1625923,34.9445539
39807654,2,17,32.1626555,34.9442981,62,6.76,305.1,133,102,162,400,-545,-84,32.1625923,34.9445539
39885480,2,17,32.1626628,34.9442865,62,6.81,306.7,137,102,161,418,-537,-83,32.1625923,34.9445539
40067016,2,17,32.1626701,34.9442751,62,6.80,307.4,137,102,161,418,-537,-62,32.1625923,34.9445539
40288225,2,17,32.1626777,34.9442637,62,6.92,308.5,132,102,161,440,-534,-72,32.1625923,34.9445539
40509935,2,16,32.1626858,34.9442524,62,7.09,310.1,134,101,160,466,-534,-81,32.1625923,34.9445539
40671011,2,15,32.1626944,34.9442411,62,7.27,311.4,138,101,160,490,-537,-63,32.1625923,34.9445539
40872992,2,15,32.1627030,34.9442297,63,7.31,311.8,138,101,160,490,-543,-76,32.1625923,34.9445539
41054485,2,15,32.1627118,34.9442182,63,7.42,311.8,138,101,160,495,-553,-75,32.1625923,34.9445539
41275891,2,15,32.1627209,34.9442066,63,7.55,312.3,138,101,159,512,-556,-100,32.1625923,34.9445539
41497249,2,15,32.1627303,34.9441950,63,7.61,312.9,144,101,159,522,-553,-79,32.1625923,34.9445539
41679329,2,15,32.1627395,34.9441834,63,7.51,313.7,138,101,159,523,-538,-74,32.1625923,34.9445539
41880536,2,15,32.1627488,34.9441722,63,7.40,314.2,138,101,159,518,-527,-54,32.1625923,34.9445539
41932385,2,15,32.1627488,34.9441722,63,7.40,314.2,138,101,159,518,-527,-54,32.1625923,34.9445539
42063029,2,15,32.1627583,34.9441607,63,7.81,314.9,138,101,159,557,-548,-45,32.1625923,34.9445539
42284359,2,15,32.1627681,34.9441490,63,7.79,314.0,138,101,158,536,-565,-48,32.1625923,34.9445539
42506183,2,15,32.1627778,34.9441362,63,8.47,311.4,138,101,158,561,-635,-63,32.1625923,34.9445539
42687694,2,15,32.1627880,34.9441220,64,9.12,309.6,138,101,158,582,-702,-70,32.1625923,34.9445539
42888401,2,15,32.1627981,34.9441067,64,9.29,307.5,138,101,158,566,-736,-69,32.1625923,34.9445539
43070105,2,15,32.1628085,34.9440905,64,9.85,306.6,138,101,158,588,-791,-84,32.1625923,34.9445539
43270986,2,15,32.1628179,34.9440728,64,9.95,298.3,138,101,158,472,-876,-109,32.1625923,34.9445539
43492152,2,15,32.1628253,34.9440534,64,10.10,291.3,138,101,158,367,-940,-122,32.1625923,34.9445539
43672708,2,15,32.1628311,34.9440330,64,10.30,286.1,138,101,158,286,-989,-112,32.1625923,34.9445539
43873678,2,15,32.1628351,34.9440116,65,10.45,280.0,138,102,158,182,-1029,-113,32.1625923,34.9445539
44054498,2,15,32.1628351,34.9440116,65,10.45,280.0,138,102,158,182,-1029,-113,32.1625923,34.9445539
44075102,2,15,32.1628372,34.9439898,65,10.54,272.2,138,102,158,40,-1053,-134,32.1625923,34.9445539
44275947,2,15,32.1628376,34.9439677,65,10.55,269.8,138,102,159,-2,-1055,-131,32.1625923,34.9445539
44497524,2,15,32.1628368,34.9439454,65,10.65,265.1,138,102,159,-90,-1061,-103,32.1625923,34.9445539
44679216,2,15,32.1628347,34.9439232,65,10.41,263.2,138,103,159,-121,-1034,-102,32.1625923,34.9445539
44880412,2,15,32.1628323,34.9439014,65,10.39,261.8,138,103,159,-147,-1028,-95,32.1625923,34.9445539
45081751,2,15,32.1628293,34.9438798,66,10.31,260.3,138,103,160,-173,-1016,-91,32.1625923,34.9445539
45283380,2,15,32.1628263,34.9438585,66,10.04,261.7,138,103,160,-144,-993,-96,32.1625923,34.9445539
45505405,2,15,32.1628236,34.9438379,66,9.67,260.9,138,104,160,-153,-955,-106,32.1625923,34.9445539
45685746,2,15,32.1628205,34.9438182,66,9.26,259.3,138,104,161,-170,-910,-124,32.1625923,34.9445539
45907692,2,15,32.1628172,34.9437994,66,8.65,259.2,138,104,161,-161,-849,-123,32.1625923,34.9445539
46089263,2,15,32.1628142,34.9437821,67,8.07,257.4,138,104,160,-175,-788,-129,32.1625923,34.9445539
46176295,2,15,32.1628142,34.9437821,67,8.07,257.4,138,104,160,-175,-788,-129,32.1625923,34.9445539
46290403,2,15,32.1628107,34.9437664,67,7.25,255.3,138,104,160,-202,-696,-123,32.1625923,34.9445539
46512129,2,15,32.1628068,34.9437526,67,6.54,252.5,138,104,160,-222,-615,-109,32.1625923,34.9445539
46693550,2,15,32.1628027,34.9437406,67,5.59,250.0,138,104,160,-214,-517,-100,32.1625923,34.9445539
46894700,2,15,32.1627989,34.9437305,67,4.72,248.2,138,104,160,-190,-432,-130,32.1625923,34.9445539
47097169,2,15,32.1627955,34.9437218,68,4.19,247.2,138,104,160,-168,-384,-159,32.1625923,34.9445539
47298142,2,15,32.1627932,34.9437143,68,3.36,250.7,138,103,160,-88,-324,-155,32.1625923,34.9445539
47539560,2,15,32.1627922,34.9437080,68,2.60,258.5,138,103,159,-6,-260,-176,32.1625923,34.9445539
47700741,2,15,32.1627929,34.9437029,69,2.38,274.5,138,103,159,84,-222,-175,32.1625923,34.9445539
47901658,2,15,32.1627954,34.9436985,69,2.54,298.2,138,103,158,175,-184,-189,32.1625923,34.9445539
48103195,2,16,32.1627992,34.9436951,69,3.02,320.5,134,102,158,268,-137,-179,32.1625923,34.9445539
48302738,2,16,32.1627992,34.9436951,69,3.02,320.5,134,102,158,268,-137,-179,32.1625923,34.9445539
48304297,2,16,32.1628043,34.9436927,70,3.34,334.1,134,102,157,320,-96,-167,32.1625923,34.9445539
48525260,2,16,32.1628102,34.9436912,70,3.54,344.1,134,102,157,351,-49,-198,32.1625923,34.9445539
48686772,2,15,32.1628164,34.9436906,71,3.48,351.8,138,102,156,348,-12,-222,32.1625923,34.9445539
48888491,2,16,32.1628225,34.9436909,71,3.43,0.2,138,101,156,340,42,-229,32.1625923,34.9445539
49089537,2,15,32.1628283,34.9436924,72,3.22,8.7,138,101,155,308,93,-233,32.1625923,34.9445539
49310933,2,16,32.1628333,34.9436950,72,3.07,19.3,138,101,155,267,151,-247,32.1625923,34.9445539
49533676,2,16,32.1628377,34.9436987,72,3.03,30.8,134,100,154,225,202,-239,32.1625923,34.9445539
49694686,2,16,32.1628413,34.9437036,73,3.19,41.6,134,100,154,193,253,-244,32.1625923,34.9445539
49895719,2,16,32.1628444,34.9437095,73,3.41,53.5,134,100,153,155,303,-243,32.1625923,34.9445539
50097325,2,16,32.1628467,34.9437162,74,3.52,63.8,134,99,153,107,335,-228,32.1625923,34.9445539
50298682,2,16,32.1628484,34.9437236,74,3.79,71.0,134,99,152,91,368,-239,32.1625923,34.9445539
50425131,2,16,32.1628484,34.9437236,74,3.79,71.0,134,99,152,91,368,-239,32.1625923,34.9445539
50540005,2,16,32.1628497,34.9437316,75,3.95,75.8,134,99,152,75,388,-244,32.1625923,34.9445539
50701241,2,16,32.1628508,34.9437400,75,4.07,79.9,134,99,152,50,404,-243,32.1625923,34.9445539
50902457,2,16,32.1628515,34.9437486,76,4.11,82.5,134,98,151,41,409,-244,32.1625923,34.9445539
51103783,2,16,32.1628522,34.9437572,76,4.16,83.0,134,98,151,45,414,-241,32.1625923,34.9445539
51304976,2,16,32.1628528,34.9437658,77,4.08,83.7,134,98,150,38,406,-228,32.1625923,34.9445539
51525926,2,16,32.1628534,34.9437743,77,4.05,84.0,134,98,150,38,403,-243,32.1625923,34.9445539
51706735,2,16,32.1628540,34.9437825,77,3.84,84.2,134,98,150,38,382,-216,32.1625923,34.9445539
51907898,2,16,32.1628546,34.9437904,78,3.76,84.1,134,97,150,38,374,-216,32.1625923,34.9445539
52109319,2,16,32.1628554,34.9437983,78,3.78,83.3,134,97,149,49,375,-208,32.1625923,34.9445539
52310747,2,16,32.1628563,34.9438061,79,3.73,81.9,134,97,149,61,368,-235,32.1625923,34.9445539
52531642,2,16,32.1628575,34.9438136,79,3.56,80.9,134,97,149,70,349,-194,32.1625923,34.9445539
52550843,2,16,32.1628575,34.9438136,79,3.56,80.9,134,97,149,70,349,-194,32.1625923,34.9445539
52692746,2,16,32.1628587,34.9438208,79,3.42,80.0,134,97,149,66,335,-209,32.1625923,34.9445539
52914210,2,16,32.1628598,34.9438279,80,3.42,80.1,134,98,150,58,336,-189,32.1625923,34.9445539
53115719,2,16,32.1628609,34.9438350,80,3.43,79.6,134,98,150,65,337,-174,32.1625923,34.9445539
53316645,2,16,32.1628617,34.9438420,80,3.38,81.9,134,99,151,35,336,-169,32.1625923,34.9445539
53558690,2,16,32.1628623,34.9438491,81,3.43,82.9,134,99,152,36,341,-117,32.1625923,34.9445539
53720488,2,15,32.1628628,34.9438565,81,3.57,85.3,138,100,153,15,357,-21,32.1625923,34.9445539
53920545,2,15,32.1628629,34.9438640,81,3.62,87.5,138,100,154,1,362,-1,32.1625923,34.9445539
54121879,2,15,32.1628628,34.9438723,81,4.25,89.4,138,101,155,-9,425,-4,32.1625923,34.9445539
54302479,2,15,32.1628620,34.9438817,81,4.72,94.1,138,102,157,-73,466,-13,32.1625923,34.9445539
54544081,2,15,32.1628604,34.9438924,81,5.38,97.7,138,104,159,-98,529,-41,32.1625923,34.9445539
54673857,2,15,32.1628604,34.9438924,81,5.38,97.7,138,104,159,-98,529,-41,32.1625923,34.9445539
54724977,2,15,32.1628579,34.9439043,81,5.99,101.7,138,105,162,-162,576,-44,32.1625923,34.9445539
54906682,2,15,32.1628549,34.9439168,81,6.26,103.3,138,107,164,-159,605,0,32.1625923,34.9445539
55129061,2,15,32.1628518,34.9439294,81,6.39,105.1,138,108,167,-185,611,3,32.1625923,34.9445539
55310294,2,15,32.1628480,34.9439431,81,7.11,106.5,138,110,170,-216,677,24,32.1625923,34.9445539
55573101,2,15,32.1628438,34.9439570,81,7.03,108.7,138,112,173,-253,656,2,32.1625923,34.9445539
55713941,2,15,32.1628391,34.9439709,81,7.27,110.2,138,114,176,-262,678,1,32.1625923,34.9445539
55914608,2,15,32.1628341,34.9439849,81,7.05,111.8,138,115,178,-280,646,-29,32.1625923,34.9445539
56115459,2,15,32.1628289,34.9439990,81,7.44,112.2,138,117,181,-284,687,-19,32.1625923,34.9445539
56316454,2,15,32.1628230,34.9440134,81,7.71,115.2,138,118,183,-352,685,9,32.1625923,34.9445539
56558238,2,15,32.1628173,34.9440277,81,7.21,114.1,138,119,186,-282,663,19,32.1625923,34.9445539
56739893,2,15,32.1628124,34.9440421,81,7.27,111.8,138,120,188,-250,682,22,32.1625923,34.9445539
56796913,2,15,32.1628124,34.9440421,81,7.27,111.8,138,120,188,-250,682,22,32.1625923,34.9445539
56941233,2,15,32.1628077,34.9440566,80,7.55,110.5,138,121,189,-253,711,45,32.1625923,34.9445539
57122806,2,15,32.1628027,34.9440722,80,7.89,110.9,138,121,189,-286,736,42,32.1625923,34.9445539
57324278,2,15,32.1627976,34.9440884,80,8.29,108.6,138,121,189,-265,785,76,32.1625923,34.9445539
57546958,2,15,32.1627929,34.9441053,80,8.40,107.5,138,122,190,-253,800,49,32.1625923,34.9445539
57728297,2,15,32.1627877,34.9441230,80,9.13,109.3,138,123,190,-302,861,68,32.1625923,34.9445539
57929458,2,15,32.1627818,34.9441423,80,9.54,108.8,138,123,190,-309,903,59,32.1625923,34.9445539
58130672,2,15,32.1627756,34.9441620,80,9.87,110.3,138,124,189,-343,926,41,32.1625923,34.9445539
58332245,2,15,32.1627688,34.9441815,80,9.77,112.7,138,123,188,-378,901,45,32.1625923,34.9445539
58554213,2,16,32.1627618,34.9442003,80,9.74,114.1,138,123,186,-399,889,26,32.1625923,34.9445539
58715647,2,16,32.1627546,34.9442185,80,9.37,115.8,138,123,185,-408,843,24,32.1625923,34.9445539
58919633,2,16,32.1627546,34.9442185,80,9.37,115.8,138,123,185,-408,843,24,32.1625923,34.9445539
58937641,2,15,32.1627474,34.9442357,79,8.88,116.3,138,122,184,-394,795,53,32.1625923,34.9445539
59138712,2,15,32.1627402,34.9442521,79,8.48,116.9,138,122,183,-384,755,46,32.1625923,34.9445539
59339984,2,16,32.1627335,34.9442676,79,8.15,117.3,135,121,182,-374,724,70,32.1625923,34.9445539
59582330,2,16,32.1627268,34.9442825,79,7.73,117.8,135,121,181,-363,683,125,32.1625923,34.9445539
59723143,2,16,32.1627202,34.9442964,79,7.40,118.1,135,120,181,-350,652,128,32.1625923,34.9445539
59924510,2,16,32.1627139,34.9443101,78,7.16,117.4,135,120,180,-324,638,155,32.1625923,34.9445539
60125080,2,16,32.1627081,34.9443230,78,6.59,117.3,135,119,179,-301,586,157,32.1625923,34.9445539
60326964,2,16,32.1627025,34.9443353,78,6.45,117.6,135,120,179,-304,568,186,32.1625923,34.9445539
60567676,2,15,32.1626971,34.9443470,77,6.11,117.8,138,121,180,-288,538,190,32.1625923,34.9445539
60728851,2,15,32.1626921,34.9443581,77,5.64,116.2,138,121,180,-240,510,176,32.1625923,34.9445539
60929694,2,15,32.1626876,34.9443686,77,5.41,116.7,138,121,180,-247,481,176,32.1625923,34.9445539
61046688,2,15,32.1626876,34.9443686,77,5.41,116.7,138,121,180,-247,481,176,32.1625923,34.9445539
61150948,2,15,32.1626832,34.9443783,76,4.95,117.5,138,121,179,-233,437,165,32.1625923,34.9445539
61352208,2,15,32.1626783,34.9443871,76,4.82,121.3,138,121,179,-283,391,161,32.1625923,34.9445539
61613663,2,15,32.1626728,34.9443951,76,4.85,126.1,138,121,179,-318,367,142,32.1625923,34.9445539
61754331,2,15,32.1626667,34.9444022,75,4.80,134.3,138,120,178,-367,309,149,32.1625923,34.9445539
61955855,2,15,32.1626594,34.9444080,75,5.05,143.8,138,120,178,-438,251,156,32.1625923,34.9445539
62176824,2,15,32.1626510,34.9444128,75,5.26,151.7,138,120,177,-484,206,172,32.1625923,34.9445539
62357887,2,16,32.1626419,34.9444168,74,5.42,158.9,135,119,177,-520,152,191,32.1625923,34.9445539
62598814,2,16,32.1626320,34.9444197,74,5.74,164.3,135,119,176,-560,123,211,32.1625923,34.9445539
62759250,2,16,32.1626220,34.9444221,73,5.34,167.6,135,118,175,-526,93,203,32.1625923,34.9445539
62960360,2,16,32.1626131,34.9444242,73,4.53,167.4,135,118,175,-442,99,196,32.1625923,34.9445539
63141910,2,15,32.1626059,34.9444261,73,3.61,167.0,138,117,174,-351,83,209,32.1625923,34.9445539
63173083,2,15,32.1626059,34.9444261,73,3.61,167.0,138,117,174,-351,83,209,32.1625923,34.9445539
63364083,2,16,32.1626003,34.9444278,72,2.67,165.1,135,117,173,-255,80,218,32.1625923,34.9445539
63625328,2,16,32.1625963,34.9444295,72,1.85,160.4,135,116,172,-165,82,226,32.1625923,34.9445539
63766129,2,16,32.1625935,34.9444313,71,1.37,153.6,135,116,172,-109,82,234,32.1625923,34.9445539
63967969,2,16,32.1625918,34.9444331,71,1.09,146.5,135,115,171,-78,76,223,32.1625923,34.9445539
64168951,2,16,32.1625906,34.9444351,71,1.07,131.4,135,115,170,-44,97,205,32.1625923,34.9445539
64370553,2,16,32.1625901,34.9444378,70,1.44,105.4,135,114,170,-2,144,200,32.1625923,34.9445539
64592180,2,16,32.1625905,34.9444416,70,2.11,85.2,135,114,169,51,205,198,32.1625923,34.9445539
64773412,2,16,32.1625916,34.9444465,69,2.65,78.4,135,113,168,71,256,205,32.1625923,34.9445539
64953985,2,16,32.1625927,34.9444523,69,2.97,78.2,135,113,167,61,291,213,32.1625923,34.9445539
65156977,2,16,32.1625935,34.9444587,68,3.18,81.7,135,112,167,31,316,197,32.1625923,34.9445539
65297312,2,16,32.1625935,34.9444587,68,3.18,81.7,135,112,167,31,316,197,32.1625923,34.9445539
65357322,2,16,32.1625937,34.9444653,68,3.09,85.9,135,112,166,0,309,184,32.1625923,34.9445539
65599038,2,16,32.1625934,34.9444716,68,2.93,89.8,135,111,166,-19,293,196,32.1625923,34.9445539
65760203,2,16,32.1625930,34.9444776,67,2.76,92.7,135,111,165,-27,275,216,32.1625923,34.9445539
65961604,2,16,32.1625924,34.9444834,67,2.80,94.8,135,110,164,-32,278,247,32.1625923,34.9445539
66163257,2,16,32.1625918,34.9444889,66,2.30,96.0,135,110,164,-35,227,232,32.1625923,34.9445539
66365189,2,16,32.1625911,34.9444936,66,2.13,97.3,135,110,163,-38,209,251,32.1625923,34.9445539
66585621,2,17,32.1625907,34.9444976,65,1.66,94.6,132,109,163,-5,166,255,32.1625923,34.9445539
66767121,2,17,32.1625906,34.9445008,65,1.28,93.2,132,109,162,0,128,263,32.1625923,34.9445539
66968998,2,17,32.1625905,34.9445033,64,1.13,93.0,132,109,162,-5,113,244,32.1625923,34.9445539
67170908,2,16,32.1625902,34.9445056,64,0.95,93.2,135,108,162,-6,95,239,32.1625923,34.9445539
67372318,2,16,32.1625899,34.9445072,63,0.62,98.0,135,108,161,-21,58,229,32.1625923,34.9445539
67422088,2,16,32.1625899,34.9445072,63,0.62,98.0,135,108,161,-21,58,229,32.1625923,34.9445539
67613781,2,16,32.1625893,34.9445082,63,0.47,108.9,135,108,161,-31,34,217,32.1625923,34.9445539
67775435,2,16,32.1625885,34.9445089,62,0.49,127.6,135,108,161,-40,28,225,32.1625923,34.9445539
67976798,2,16,32.1625880,34.9445097,62,0.47,115.0,135,108,161,-11,45,236,32.1625923,34.9445539
